Query Name,Estimated Rows,Actual Rows,Difference,Relation Name,Node Type,Join Type,Scan Direction,Parent Node Type
16c.sql :,10,2846,-2836,XXX,Nested Loop,Inner,XXX,Hash
16c.sql :,27,3802,-3775,XXX,Hash Join,Inner,XXX,Nested Loop
16c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
16c.sql :,5,2309,-2304,XXX,Hash,XXX,XXX,Hash Join
16c.sql :,5,2309,-2304,XXX,Nested Loop,Inner,XXX,Hash
16c.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
16c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
16c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
16d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
16d.sql :,274,83152,-82878,XXX,Hash Join,Inner,XXX,Aggregate
16d.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
16d.sql :,113,56424,-56311,XXX,Hash,XXX,XXX,Hash Join
16d.sql :,113,56424,-56311,XXX,Nested Loop,Inner,XXX,Hash
16d.sql :,113,56424,-56311,XXX,Hash Join,Inner,XXX,Nested Loop
16d.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
16d.sql :,7,2255,-2248,XXX,Hash,XXX,XXX,Hash Join
16d.sql :,7,2255,-2248,XXX,Nested Loop,Inner,XXX,Hash
16d.sql :,20,2887,-2867,XXX,Hash Join,Inner,XXX,Nested Loop
16d.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
16d.sql :,4,1795,-1791,XXX,Hash,XXX,XXX,Hash Join
16d.sql :,4,1795,-1791,XXX,Nested Loop,Inner,XXX,Hash
16d.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
16d.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
16d.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
17a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17a.sql :,34,86096,-86062,XXX,Nested Loop,Inner,XXX,Aggregate
17a.sql :,416,944185,-943769,XXX,Hash Join,Inner,XXX,Nested Loop
17a.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17a.sql :,26,22772,-22746,XXX,Hash,XXX,XXX,Hash Join
17a.sql :,26,22772,-22746,XXX,Nested Loop,Inner,XXX,Hash
17a.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
17a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17a.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17a.sql :,14,13947,-13933,XXX,Nested Loop,Inner,XXX,Hash
17a.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
17a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
17a.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
17b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17b.sql :,12,17435,-17423,XXX,Nested Loop,Inner,XXX,Aggregate
17b.sql :,12,17435,-17423,XXX,Hash Join,Inner,XXX,Nested Loop
17b.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17b.sql :,5,2214,-2209,XXX,Hash,XXX,XXX,Hash Join
17b.sql :,5,2214,-2209,XXX,Nested Loop,Inner,XXX,Hash
17b.sql :,5,2214,-2209,XXX,Nested Loop,Inner,XXX,Nested Loop
17b.sql :,474,346131,-345657,XXX,Hash Join,Inner,XXX,Nested Loop
17b.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17b.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17b.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
17b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17b.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
17c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17c.sql :,1,639,-638,XXX,Nested Loop,Inner,XXX,Aggregate
17c.sql :,1,639,-638,XXX,Nested Loop,Inner,XXX,Nested Loop
17c.sql :,1,639,-638,XXX,Hash Join,Inner,XXX,Nested Loop
17c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17c.sql :,1,83,-82,XXX,Hash,XXX,XXX,Hash Join
17c.sql :,1,83,-82,XXX,Nested Loop,Inner,XXX,Hash
17c.sql :,474,346131,-345657,XXX,Hash Join,Inner,XXX,Nested Loop
17c.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17c.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17c.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
17c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17c.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
17d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17d.sql :,1,3846,-3845,XXX,Nested Loop,Inner,XXX,Aggregate
17d.sql :,1,3846,-3845,XXX,Nested Loop,Inner,XXX,Nested Loop
17d.sql :,1,3846,-3845,XXX,Hash Join,Inner,XXX,Nested Loop
17d.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17d.sql :,1,657,-656,XXX,Hash,XXX,XXX,Hash Join
17d.sql :,1,657,-656,XXX,Nested Loop,Inner,XXX,Hash
17d.sql :,474,346131,-345657,XXX,Hash Join,Inner,XXX,Nested Loop
17d.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17d.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17d.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Hash
17d.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17d.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
17e.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17e.sql :,416,944185,-943769,XXX,Nested Loop,Inner,XXX,Aggregate
17e.sql :,416,944185,-943769,XXX,Hash Join,Inner,XXX,Nested Loop
17e.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17e.sql :,26,22772,-22746,XXX,Hash,XXX,XXX,Hash Join
17e.sql :,26,22772,-22746,XXX,Nested Loop,Inner,XXX,Hash
17e.sql :,73,49517,-49444,XXX,Hash Join,Inner,XXX,Nested Loop
17e.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17e.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17e.sql :,14,13947,-13933,XXX,Nested Loop,Inner,XXX,Hash
17e.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
17e.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17e.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
17f.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
17f.sql :,140,371040,-370900,XXX,Nested Loop,Inner,XXX,Aggregate
17f.sql :,140,371040,-370900,XXX,Hash Join,Inner,XXX,Nested Loop
17f.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
17f.sql :,58,49831,-49773,XXX,Hash,XXX,XXX,Hash Join
17f.sql :,58,49831,-49773,XXX,Nested Loop,Inner,XXX,Hash
17f.sql :,474,346131,-345657,XXX,Hash Join,Inner,XXX,Nested Loop
17f.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
17f.sql :,14,13947,-13933,XXX,Hash,XXX,XXX,Hash Join
17f.sql :,14,13947,-13933,XXX,Nested Loop,Inner,XXX,Hash
17f.sql :,14,13947,-13933,XXX,Hash Join,Inner,XXX,Nested Loop
17f.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
17f.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
18a.sql :,1,410,-409,XXX,Nested Loop,Inner,XXX,Aggregate
18a.sql :,1,410,-409,XXX,Gather,XXX,XXX,Nested Loop
18a.sql :,1,137,-136,XXX,Nested Loop,Inner,XXX,Gather
18a.sql :,3241,35780,-32539,XXX,Hash Join,Inner,XXX,Nested Loop
18a.sql :,995320,793090,202230,cast_info,Seq Scan,XXX,XXX,Hash Join
18a.sql :,1458,15144,-13686,XXX,Hash,XXX,XXX,Hash Join
18a.sql :,1458,15144,-13686,XXX,Hash Join,Inner,XXX,Hash
18a.sql :,54446,40621,13825,XXX,Hash Join,Inner,XXX,Hash Join
18a.sql :,6152362,4945240,1207122,movie_info,Seq Scan,XXX,XXX,Hash Join
18a.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
18a.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
18a.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
18a.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
18b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
18b.sql :,1,4,-3,XXX,Nested Loop,Inner,XXX,Aggregate
18b.sql :,1,5,-4,XXX,Nested Loop,Inner,XXX,Nested Loop
18b.sql :,1,137,-136,XXX,Hash Join,Inner,XXX,Nested Loop
18b.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
18b.sql :,1,244,-243,XXX,Hash,XXX,XXX,Hash Join
18b.sql :,1,244,-243,XXX,Hash Join,Inner,XXX,Hash
18b.sql :,228,24086,-23858,XXX,Hash Join,Inner,XXX,Hash Join
18b.sql :,25720,24349,1371,movie_info,Seq Scan,XXX,XXX,Hash Join
18b.sql :,188,5283,-5095,XXX,Hash,XXX,XXX,Hash Join
18b.sql :,188,5283,-5095,XXX,Hash Join,Inner,XXX,Hash
18b.sql :,21262,17543,3719,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
18b.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
18c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
18c.sql :,9,9358,-9349,XXX,Nested Loop,Inner,XXX,Aggregate
18c.sql :,9,9358,-9349,XXX,Nested Loop,Inner,XXX,Nested Loop
18c.sql :,21,18052,-18031,XXX,Hash Join,Inner,XXX,Nested Loop
18c.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
18c.sql :,18,34172,-34154,XXX,Hash,XXX,XXX,Hash Join
18c.sql :,18,34172,-34154,XXX,Hash Join,Inner,XXX,Hash
18c.sql :,648,62198,-61550,XXX,Hash Join,Inner,XXX,Hash Join
18c.sql :,73213,62990,10223,movie_info,Seq Scan,XXX,XXX,Hash Join
18c.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
18c.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
18c.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
19a.sql :,1,184,-183,XXX,Nested Loop,Inner,XXX,Aggregate
19a.sql :,1,311,-310,XXX,Nested Loop,Inner,XXX,Nested Loop
19a.sql :,1,321,-320,XXX,Nested Loop,Inner,XXX,Nested Loop
19a.sql :,1,338,-337,XXX,Gather,XXX,XXX,Nested Loop
19a.sql :,1,113,-112,XXX,Hash Join,Inner,XXX,Gather
19a.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
19a.sql :,1,98,-97,XXX,Hash,XXX,XXX,Hash Join
19a.sql :,1,98,-97,XXX,Nested Loop,Inner,XXX,Hash
19a.sql :,74,24232,-24158,XXX,Hash Join,Inner,XXX,Nested Loop
19a.sql :,136190,196998,-60808,movie_companies,Seq Scan,XXX,XXX,Hash Join
19a.sql :,114,49045,-48931,XXX,Hash,XXX,XXX,Hash Join
19a.sql :,114,49045,-48931,XXX,Hash Join,Inner,XXX,Hash
19a.sql :,1725,150346,-148621,XXX,Hash Join,Inner,XXX,Hash Join
19a.sql :,194962,150368,44594,movie_info,Seq Scan,XXX,XXX,Hash Join
19a.sql :,29608,92055,-62447,XXX,Hash,XXX,XXX,Hash Join
19a.sql :,29608,92055,-62447,XXX,Hash Join,Inner,XXX,Hash
19a.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
19a.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
19b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
19b.sql :,1,5,-4,XXX,Nested Loop,Inner,XXX,Aggregate
19b.sql :,1,5,-4,XXX,Nested Loop,Inner,XXX,Nested Loop
19b.sql :,1,92,-91,XXX,Nested Loop,Inner,XXX,Nested Loop
19b.sql :,1,92,-91,XXX,Hash Join,Inner,XXX,Nested Loop
19b.sql :,44427,66173,-21746,movie_companies,Seq Scan,XXX,XXX,Hash Join
19b.sql :,1,54,-53,XXX,Hash,XXX,XXX,Hash Join
19b.sql :,1,54,-53,XXX,Nested Loop,Inner,XXX,Hash
19b.sql :,1,57,-56,XXX,Hash Join,Inner,XXX,Nested Loop
19b.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
19b.sql :,1,23,-22,XXX,Hash,XXX,XXX,Hash Join
19b.sql :,1,23,-22,XXX,Hash Join,Inner,XXX,Hash
19b.sql :,302376,237943,64433,cast_info,Seq Scan,XXX,XXX,Hash Join
19b.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
19b.sql :,1,2,-1,XXX,Nested Loop,Inner,XXX,Hash
19b.sql :,6,23159,-23153,XXX,Hash Join,Inner,XXX,Nested Loop
19b.sql :,642,23159,-22517,movie_info,Seq Scan,XXX,XXX,Hash Join
19b.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
19b.sql :,1,0,1,title,Index Scan,XXX,Forward,Memoize
19b.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
19c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
19c.sql :,2,1192,-1190,XXX,Hash Join,Inner,XXX,Aggregate
19c.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
19c.sql :,1,877,-876,XXX,Hash,XXX,XXX,Hash Join
19c.sql :,1,877,-876,XXX,Nested Loop,Inner,XXX,Hash
19c.sql :,2,2862,-2860,XXX,Hash Join,Inner,XXX,Nested Loop
19c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
19c.sql :,1,710,-709,XXX,Hash,XXX,XXX,Hash Join
19c.sql :,1,710,-709,XXX,Nested Loop,Inner,XXX,Hash
19c.sql :,1,755,-754,XXX,Nested Loop,Inner,XXX,Nested Loop
19c.sql :,2,840,-838,XXX,Nested Loop,Inner,XXX,Nested Loop
19c.sql :,114,49045,-48931,XXX,Hash Join,Inner,XXX,Nested Loop
19c.sql :,1725,150346,-148621,XXX,Hash Join,Inner,XXX,Hash Join
19c.sql :,194962,150368,44594,movie_info,Seq Scan,XXX,XXX,Hash Join
19c.sql :,29608,92055,-62447,XXX,Hash,XXX,XXX,Hash Join
19c.sql :,29608,92055,-62447,XXX,Hash Join,Inner,XXX,Hash
19c.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
19c.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
19c.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
19d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
19d.sql :,1002,586882,-585880,XXX,Hash Join,Inner,XXX,Aggregate
19d.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
19d.sql :,414,262348,-261934,XXX,Hash,XXX,XXX,Hash Join
19d.sql :,414,262348,-261934,XXX,Nested Loop,Inner,XXX,Hash
19d.sql :,1146,1076352,-1075206,XXX,Hash Join,Inner,XXX,Nested Loop
19d.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
19d.sql :,222,113945,-113723,XXX,Hash,XXX,XXX,Hash Join
19d.sql :,222,113945,-113723,XXX,Nested Loop,Inner,XXX,Hash
19d.sql :,457,123848,-123391,XXX,Nested Loop,Inner,XXX,Nested Loop
19d.sql :,841,182242,-181401,XXX,Nested Loop,Inner,XXX,Nested Loop
19d.sql :,3600,182372,-178772,XXX,Hash Join,Inner,XXX,Nested Loop
19d.sql :,54446,1012240,-957794,XXX,Hash Join,Inner,XXX,Hash Join
19d.sql :,6152362,4945240,1207122,movie_info,Seq Scan,XXX,XXX,Hash Join
19d.sql :,29608,92055,-62447,XXX,Hash,XXX,XXX,Hash Join
19d.sql :,29608,92055,-62447,XXX,Hash Join,Inner,XXX,Hash
19d.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
19d.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
1a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
1a.sql :,50,47,3,XXX,Nested Loop,Inner,XXX,Aggregate
1a.sql :,50,47,3,XXX,Hash Join,Inner,XXX,Nested Loop
1a.sql :,5089,83,5006,XXX,Hash Join,Inner,XXX,Hash Join
1a.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
1a.sql :,2090,9552,-7462,XXX,Hash,XXX,XXX,Hash Join
1a.sql :,2090,9552,-7462,XXX,Hash Join,Inner,XXX,Hash
1a.sql :,8361,9630,-1269,movie_companies,Seq Scan,XXX,XXX,Hash Join
1b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
1b.sql :,962,1,961,XXX,Nested Loop,Inner,XXX,Aggregate
1b.sql :,3382,2,3380,XXX,Hash Join,Inner,XXX,Nested Loop
1b.sql :,13531,33,13498,XXX,Hash Join,Inner,XXX,Hash Join
1b.sql :,560561,445696,114865,movie_companies,Seq Scan,XXX,XXX,Hash Join
1b.sql :,5089,3,5086,XXX,Hash,XXX,XXX,Hash Join
1b.sql :,5089,3,5086,XXX,Hash Join,Inner,XXX,Hash
1b.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
1c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
1c.sql :,4,1,3,XXX,Nested Loop,Inner,XXX,Aggregate
1c.sql :,26,8,18,XXX,Hash Join,Inner,XXX,Nested Loop
1c.sql :,5089,83,5006,XXX,Hash Join,Inner,XXX,Hash Join
1c.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
1c.sql :,1065,5937,-4872,XXX,Hash,XXX,XXX,Hash Join
1c.sql :,1065,5937,-4872,XXX,Hash Join,Inner,XXX,Hash
1c.sql :,4262,5939,-1677,movie_companies,Seq Scan,XXX,XXX,Hash Join
1c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
1d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
1d.sql :,1838,1,1837,XXX,Nested Loop,Inner,XXX,Aggregate
1d.sql :,3382,2,3380,XXX,Hash Join,Inner,XXX,Nested Loop
1d.sql :,13531,33,13498,XXX,Hash Join,Inner,XXX,Hash Join
1d.sql :,560561,445696,114865,movie_companies,Seq Scan,XXX,XXX,Hash Join
1d.sql :,5089,3,5086,XXX,Hash,XXX,XXX,Hash Join
1d.sql :,5089,3,5086,XXX,Hash Join,Inner,XXX,Hash
1d.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
20a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
20a.sql :,1,11,-10,XXX,Nested Loop,Inner,XXX,Aggregate
20a.sql :,1,11,-10,XXX,Nested Loop,Inner,XXX,Nested Loop
20a.sql :,4,177603,-177599,XXX,Hash Join,Inner,XXX,Nested Loop
20a.sql :,490,328367,-327877,XXX,Hash Join,Inner,XXX,Hash Join
20a.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
20a.sql :,15,5331,-5316,XXX,Hash,XXX,XXX,Hash Join
20a.sql :,15,5331,-5316,XXX,Hash Join,Inner,XXX,Hash
20a.sql :,102,10536,-10434,XXX,Nested Loop,Inner,XXX,Hash Join
20a.sql :,112,11849,-11737,XXX,Hash Join,Inner,XXX,Nested Loop
20a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
20a.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
20a.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
20a.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
20a.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
20a.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
20a.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
20b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
20b.sql :,1,6,-5,XXX,Nested Loop,Inner,XXX,Aggregate
20b.sql :,1,9,-8,XXX,Nested Loop,Inner,XXX,Nested Loop
20b.sql :,2,74173,-74171,XXX,Hash Join,Inner,XXX,Nested Loop
20b.sql :,295,163401,-163106,XXX,Hash Join,Inner,XXX,Hash Join
20b.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
20b.sql :,9,2014,-2005,XXX,Hash,XXX,XXX,Hash Join
20b.sql :,9,2014,-2005,XXX,Hash Join,Inner,XXX,Hash
20b.sql :,61,4722,-4661,XXX,Nested Loop,Inner,XXX,Hash Join
20b.sql :,112,11849,-11737,XXX,Hash Join,Inner,XXX,Nested Loop
20b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
20b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
20b.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
20b.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
20b.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
20b.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
20b.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
20b.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
20c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
20c.sql :,1,1802,-1801,XXX,Nested Loop,Inner,XXX,Aggregate
20c.sql :,1,1802,-1801,XXX,Nested Loop,Inner,XXX,Nested Loop
20c.sql :,3,63281,-63278,XXX,Hash Join,Inner,XXX,Nested Loop
20c.sql :,368,135419,-135051,XXX,Hash Join,Inner,XXX,Hash Join
20c.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
20c.sql :,11,1677,-1666,XXX,Hash,XXX,XXX,Hash Join
20c.sql :,11,1677,-1666,XXX,Hash Join,Inner,XXX,Hash
20c.sql :,76,3538,-3462,XXX,Nested Loop,Inner,XXX,Hash Join
20c.sql :,140,8030,-7890,XXX,Hash Join,Inner,XXX,Nested Loop
20c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
20c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
20c.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
20c.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
20c.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
20c.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
20c.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
20c.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
21a.sql :,1,1410,-1409,XXX,Nested Loop,Inner,XXX,Aggregate
21a.sql :,1,696,-695,XXX,Nested Loop,Inner,XXX,Nested Loop
21a.sql :,1,952,-951,XXX,Gather,XXX,XXX,Nested Loop
21a.sql :,1,317,-316,XXX,Nested Loop,Inner,XXX,Gather
21a.sql :,2,885,-883,XXX,Nested Loop,Inner,XXX,Nested Loop
21a.sql :,15,1005,-990,XXX,Hash Join,Inner,XXX,Nested Loop
21a.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
21a.sql :,6,507,-501,XXX,Hash,XXX,XXX,Hash Join
21a.sql :,6,507,-501,XXX,Hash Join,Inner,XXX,Hash
21a.sql :,62097,51299,10798,movie_info,Seq Scan,XXX,XXX,Hash Join
21a.sql :,14,3515,-3501,XXX,Hash,XXX,XXX,Hash Join
21a.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Hash
21a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
21a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
21a.sql :,1666,2315,-649,XXX,Hash Join,Inner,XXX,Nested Loop
21a.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
21a.sql :,1,2,-1,link_type,Seq Scan,XXX,XXX,Hash
21b.sql :,1,38,-37,XXX,Nested Loop,Inner,XXX,Aggregate
21b.sql :,1,144,-143,XXX,Nested Loop,Inner,XXX,Nested Loop
21b.sql :,1,488,-487,XXX,Gather,XXX,XXX,Nested Loop
21b.sql :,1,163,-162,XXX,Nested Loop,Inner,XXX,Gather
21b.sql :,2,491,-489,XXX,Nested Loop,Inner,XXX,Nested Loop
21b.sql :,13,557,-544,XXX,Hash Join,Inner,XXX,Nested Loop
21b.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
21b.sql :,5,301,-296,XXX,Hash,XXX,XXX,Hash Join
21b.sql :,5,301,-296,XXX,Hash Join,Inner,XXX,Hash
21b.sql :,54141,38853,15288,movie_info,Seq Scan,XXX,XXX,Hash Join
21b.sql :,14,3515,-3501,XXX,Hash,XXX,XXX,Hash Join
21b.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Hash
21b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
21b.sql :,1,0,1,company_type,Index Scan,XXX,Forward,Memoize
21b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
21b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
21b.sql :,1666,2315,-649,XXX,Hash Join,Inner,XXX,Nested Loop
21b.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
21b.sql :,1,2,-1,link_type,Seq Scan,XXX,XXX,Hash
21c.sql :,1,1874,-1873,XXX,Gather,XXX,XXX,Aggregate
21c.sql :,1,625,-624,XXX,Hash Join,Inner,XXX,Gather
21c.sql :,2,649,-647,XXX,Hash Join,Inner,XXX,Hash Join
21c.sql :,395760,312074,83686,movie_info,Seq Scan,XXX,XXX,Hash Join
21c.sql :,1,601,-600,XXX,Hash,XXX,XXX,Hash Join
21c.sql :,1,601,-600,XXX,Nested Loop,Inner,XXX,Hash
21c.sql :,2,764,-762,XXX,Nested Loop,Inner,XXX,Nested Loop
21c.sql :,9,3972,-3963,XXX,Hash Join,Inner,XXX,Nested Loop
21c.sql :,35,4777,-4742,XXX,Hash Join,Inner,XXX,Hash Join
21c.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
21c.sql :,14,3515,-3501,XXX,Hash,XXX,XXX,Hash Join
21c.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Hash
21c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
